Concentration_liquide_chimique_kg,Temperature_C,Temps_reaction_min,Heating_rate_C_min,Taille_particules_mm,Solid_Yield_pct,Liquid_Yield_pct,Gas_Yield_pct,HBr_pct,Br2_pct,HCl_pct,Cl2_pct,HF_pct,Toxicity_Index_pct,Propylene_ppb,1_3_Butadiene_ppb,Chloromethane_ppb,Bromomethane_ppb,Chloroethane_ppb,n_Hexane_ppb,Vinyl_chloride_ppb,HF_gas_ppm,HCl_gas_ppm,F2_upper_bound_ppm,HBr_upper_bound_ppm,Cout_liquide_USD,Valuable_Yield_pct,VOC_Total_ppm,Halogenated_VOC_Total_ppm,Hydrocarbon_VOC_Total_ppm,Inorganic_Halogen_Upper_Total_ppm
40.96,463.49,20.51,27.77,2.58,23.76,54.78,21.46,1.86,0.14,0.25,0.06,0.02,2.33,892887.687,220498.439,141573.139,9307.532,1477.653,890.0,390.0,15.979798,1.953087,0.556157,0.130349,819.2,76.24000000000001,1267.02445,152.748324,1114.2761260000002,18.619391
69.46,573.15,27.59,5.69,3.14,25.85,54.93,19.22,4.48,0.26,0.6,0.14,0.04,5.52,1304712.837,324125.97,172890.849,13790.25,1785.059,890.0,390.0,22.047598,2.694706,0.807985,0.189372,1389.1999999999998,74.15,1818.584965,188.856158,1629.728807,25.739661
41.29,417.03,19.01,19.21,3.08,32.01,50.45,17.54,1.92,0.09,0.17,0.03,0.02,2.24,718408.42,176594.234,128304.666,7408.325,1347.413,890.0,390.0,13.409033,1.638882,0.449464,0.105343,825.8,67.99000000000001,1033.343058,137.45040400000002,895.8926540000001,15.602722000000002
26.94,382.71,12.97,28.77,2.74,26.24,56.9,16.86,0.94,0.08,0.14,0.01,0.01,1.18,589520.593,144162.2,118503.245,6005.381,1251.204,890.0,390.0,11.51001,1.406779,0.370649,0.086871,538.8000000000001,73.75999999999999,860.7226230000001,126.14982999999998,734.572793,13.374309
76.38,502.41,24.71,6.76,1.58,34.45,51.33,14.22,2.59,0.24,0.41,0.11,0.03,3.38,1039050.689,257277.424,152688.27,10898.517,1586.756,890.0,390.0,18.133352,2.216299,0.645534,0.151297,1527.6,65.55,1462.781656,165.56354299999998,1297.218113,21.146482
59.94,587.87,24.4,10.18,2.5,25.36,57.83,16.81,4.71,0.3,0.49,0.13,0.05,5.66,1359993.397,338036.213,177094.721,14391.979,1826.323,890.0,390.0,22.862098,2.794256,0.841789,0.197294,1198.8,74.64,1892.622633,193.703023,1698.91961,26.695437
31.31,350.0,15.06,24.07,3.73,31.71,49.76,18.53,0.62,0.04,0.03,0.0,0.01,0.69,466679.077,113251.599,109161.623,4668.251,1159.51,890.0,390.0,9.700073,1.185565,0.295533,0.069266,626.1999999999999,68.28999999999999,696.20006,115.379384,580.8206759999999,11.250437000000002
29.22,351.17,16.97,22.01,4.84,32.69,51.14,16.17,0.7,0.06,0.06,0.0,0.01,0.83,471072.98,114357.237,109495.762,4716.078,1162.789,890.0,390.0,9.764812,1.193478,0.298219,0.069895,584.4,67.31,702.0848459999999,115.764629,586.320217,11.326404
47.97,379.74,17.82,23.43,2.96,30.5,53.7,15.8,0.93,0.05,0.11,0.02,0.01,1.11,578366.839,141355.582,117655.045,5883.972,1242.879,890.0,390.0,11.345671,1.386694,0.363829,0.085272,959.4,69.5,845.784317,125.171896,720.612421,13.181466
28.73,395.32,15.25,14.84,5.18,31.15,52.41,16.43,1.47,0.08,0.13,0.02,0.01,1.72,636877.105,156078.516,122104.525,6520.856,1286.554,890.0,390.0,12.207757,1.49206,0.399608,0.093658,574.6,68.84,924.147556,130.301935,793.845621,14.193083
70.84,485.9,28.82,19.23,1.47,26.45,51.72,21.83,2.54,0.15,0.26,0.07,0.03,3.04,977047.833,241675.65,147973.193,10223.616,1540.474,890.0,390.0,17.219807,2.104643,0.60762,0.142411,1416.8000000000002,73.55,1379.740766,160.127283,1219.613483,20.074481
23.85,426.37,15.31,27.03,1.98,24.46,54.21,21.33,1.3,0.09,0.18,0.02,0.02,1.6,753484.536,185420.435,130972.069,7790.129,1373.595,890.0,390.0,13.925842,1.702048,0.470912,0.11037,477.0,75.53999999999999,1080.3207639999998,140.525793,939.794971,16.209172
59.92,505.7,17.9,9.1,2.23,18.87,61.01,20.12,2.79,0.17,0.3,0.09,0.03,3.37,1051406.195,260386.439,153627.858,11033.006,1595.979,890.0,390.0,18.315397,2.238549,0.65309,0.153068,1198.4,81.13,1479.3294770000002,166.646843,1312.682634,21.360104
52.54,497.65,28.61,8.36,2.97,25.66,57.96,16.38,2.37,0.18,0.29,0.09,0.02,2.96,1021174.639,252779.275,151328.865,10703.936,1573.412,890.0,390.0,17.869968,2.184107,0.634603,0.148735,1050.8,74.34,1438.840127,163.99621299999998,1274.8439139999998,20.837413
84.11,476.36,28.79,14.89,1.54,29.7,50.94,19.36,2.56,0.14,0.33,0.09,0.03,3.14,941220.623,232660.452,145248.672,9833.636,1513.731,890.0,390.0,16.691931,2.040125,0.585712,0.137276,1682.2,70.3,1331.7571139999998,156.98603899999998,1174.771075,19.455044
28.69,350.0,17.37,16.54,3.4,29.14,54.02,16.83,0.03,0.07,0.09,0.0,0.01,0.2,466679.077,113251.599,109161.623,4668.251,1159.51,890.0,390.0,9.700073,1.185565,0.295533,0.069266,573.8000000000001,70.85,696.20006,115.379384,580.8206759999999,11.250437000000002
78.03,491.19,35.66,3.96,2.24,31.19,50.03,18.78,2.69,0.22,0.32,0.05,0.03,3.31,996914.284,246674.644,149483.959,10439.862,1555.303,890.0,390.0,17.512518,2.140419,0.619768,0.145258,1560.6,68.81,1406.348052,161.869124,1244.478928,20.417963
23.4,354.3,20.81,27.96,3.31,26.22,52.6,21.18,0.46,0.05,0.07,0.0,0.01,0.59,482827.61,117315.053,110389.656,4844.027,1171.564,890.0,390.0,9.938004,1.214645,0.305407,0.07158,468.0,73.78,717.8279099999999,116.795247,601.032663,11.529636000000002
49.56,489.57,28.13,22.97,1.53,22.98,56.26,20.76,2.54,0.17,0.48,0.1,0.03,3.33,990830.418,245143.761,149021.305,10373.639,1550.762,890.0,390.0,17.422878,2.129463,0.616048,0.144386,991.2,77.02,1398.199885,161.335706,1236.864179,20.312775
68.79,539.08,22.49,13.5,1.86,27.94,50.77,21.29,3.82,0.29,0.39,0.12,0.03,4.65,1176763.878,291930.183,163160.825,12397.525,1689.552,890.0,390.0,20.162408,2.464294,0.729745,0.171034,1375.8000000000002,72.06,1647.2219629999995,177.637902,1469.584061,23.527481
32.33,354.55,17.68,14.55,3.93,32.16,50.07,17.77,1.05,0.05,0.05,0.0,0.01,1.16,483766.478,117551.3,110461.054,4854.247,1172.264,890.0,390.0,9.951837,1.216336,0.305981,0.071714,646.5999999999999,67.84,719.085343,116.877565,602.2077780000001,11.545868
42.68,438.33,23.01,23.81,3.1,25.48,57.82,16.7,1.74,0.13,0.16,0.04,0.03,2.11,798399.991,196722.507,134387.715,8279.033,1407.122,890.0,390.0,14.587623,1.782932,0.498378,0.116807,853.6,74.52,1140.476368,144.46387,996.012498,16.98574
15.0,433.59,8.0,24.54,3.68,13.84,57.56,28.6,0.91,0.1,0.13,0.03,0.02,1.18,780599.05,192243.258,133034.023,8085.27,1393.835,890.0,390.0,14.325345,1.750876,0.487493,0.114256,300.0,86.16,1116.635436,142.90312799999998,973.732308,16.677970000000002
32.79,390.8,12.01,31.03,3.4,26.18,55.72,18.1,0.9,0.07,0.08,0.0,0.02,1.07,619902.368,151807.164,120813.662,6336.086,1273.883,890.0,390.0,11.957653,1.461491,0.389228,0.091225,655.8,73.82,901.413163,128.813631,772.599532,13.899597
18.29,374.38,16.24,10.65,4.58,35.57,49.99,14.44,0.68,0.05,0.06,0.01,0.01,0.81,558237.504,136290.439,116124.287,5664.864,1227.853,890.0,390.0,11.049087,1.350445,0.35152,0.082388,365.8,64.43,818.824947,123.407004,695.4179429999999,12.83344
27.18,376.55,15.3,15.71,2.74,27.98,57.38,14.64,0.71,0.05,0.12,0.01,0.01,0.91,566386.88,138341.066,116744.016,5753.57,1233.936,890.0,390.0,11.16916,1.36512,0.356503,0.083556,543.6,72.02000000000001,829.739468,124.121522,705.617946,12.974339
21.72,396.81,15.14,22.18,1.96,31.26,53.57,15.17,0.89,0.08,0.11,0.01,0.0,1.1,642472.76,157486.55,122530.053,6581.765,1290.731,890.0,390.0,12.290203,1.502136,0.403029,0.09446,434.4,68.74,931.641859,130.792549,800.8493100000001,14.289828
25.32,369.77,13.36,30.47,3.18,28.28,50.56,21.16,0.92,0.05,0.11,0.0,0.01,1.09,540924.775,131934.038,114807.721,5476.415,1214.93,890.0,390.0,10.794003,1.319268,0.340933,0.079906,506.4,71.72,795.6378790000002,121.889066,673.748813,12.53411
52.61,490.34,25.59,6.56,2.41,25.09,56.46,18.45,2.43,0.17,0.26,0.04,0.02,2.92,993722.133,245871.403,149241.209,10405.115,1552.92,890.0,390.0,17.465485,2.13467,0.617816,0.144801,1052.2,74.91,1402.07278,161.589244,1240.4835360000002,20.362772000000003
24.51,381.58,22.17,17.41,3.39,31.2,49.48,19.32,0.9,0.07,0.1,0.0,0.01,1.09,585276.909,143094.362,118180.529,5959.188,1248.037,890.0,390.0,11.447484,1.399137,0.368054,0.086263,490.2000000000001,68.8,855.0390249999999,125.777754,729.261271,13.300938
56.48,466.72,17.11,18.33,1.96,32.45,49.59,17.96,2.59,0.2,0.3,0.04,0.03,3.16,905017.865,223550.755,142495.592,9439.569,1486.707,890.0,390.0,16.158523,1.974931,0.563574,0.132088,1129.6,67.55000000000001,1283.270488,153.81186799999998,1129.45862,18.829116
66.93,553.66,29.58,11.04,2.07,27.2,54.1,18.69,4.0,0.21,0.51,0.09,0.04,4.85,1231518.672,305708.128,167324.715,12993.531,1730.423,890.0,390.0,20.969161,2.562897,0.763228,0.178881,1338.6,72.79,1720.555469,182.438669,1538.1168,24.474167
66.9,434.72,24.89,13.15,0.81,29.68,51.74,18.58,2.15,0.1,0.25,0.11,0.03,2.65,784842.734,193311.096,133356.738,8131.463,1397.003,890.0,390.0,14.387872,1.758518,0.490088,0.114864,1338.0,70.32,1122.319034,143.275204,979.04383,16.751342
48.51,457.63,21.96,18.43,1.13,32.19,51.29,16.53,2.29,0.14,0.22,0.03,0.01,2.7,870880.617,214960.802,139899.586,9067.985,1461.225,890.0,390.0,15.655547,1.913456,0.542699,0.127195,970.2,67.82,1237.550215,150.818796,1086.731419,18.238897
68.66,511.63,20.31,18.92,0.73,25.9,57.23,16.86,3.24,0.23,0.36,0.1,0.04,3.97,1073676.149,265990.226,155321.402,11275.415,1612.602,890.0,390.0,18.643521,2.278653,0.666708,0.15626,1373.1999999999998,74.09,1509.155794,168.599419,1340.556375,21.745142
52.83,454.76,20.77,20.83,3.28,26.02,54.84,19.14,1.85,0.12,0.18,0.08,0.03,2.25,860102.41,212248.682,139079.945,8950.664,1453.18,890.0,390.0,15.496742,1.894046,0.536109,0.12565,1056.6,73.98,1223.114881,149.873789,1073.241092,18.052547
61.39,543.3,24.66,9.92,1.68,25.16,56.63,18.21,3.85,0.24,0.47,0.13,0.03,4.73,1192611.973,295918.038,164366.011,12570.032,1701.382,890.0,390.0,20.395912,2.492834,0.739436,0.173305,1227.8,74.84,1668.4474359999997,179.02742500000002,1489.420011,23.801487
78.21,451.54,29.35,9.58,3.45,37.18,48.62,14.2,2.58,0.15,0.23,0.03,0.03,3.02,848009.787,209205.817,138160.348,8819.036,1444.154,890.0,390.0,15.31857,1.87227,0.528714,0.123917,1564.1999999999998,62.81999999999999,1206.9191420000002,148.813538,1058.105604,17.843470999999997
42.72,506.05,24.97,24.91,2.71,20.35,57.07,22.58,2.72,0.17,0.3,0.11,0.03,3.32,1052720.611,260717.186,153727.815,11047.314,1596.96,890.0,390.0,18.334764,2.240916,0.653894,0.153256,854.4,79.65,1481.089886,166.762089,1314.327797,21.38283
48.14,463.33,23.83,19.04,2.86,28.19,52.06,19.76,1.97,0.11,0.24,0.06,0.03,2.42,892286.812,220347.241,141527.445,9300.992,1477.204,890.0,390.0,15.970944,1.952004,0.555789,0.130263,962.8,71.82000000000001,1266.219694,152.695641,1113.524053,18.609
24.55,408.76,11.33,28.28,1.58,22.95,58.0,19.05,1.16,0.06,0.1,0.02,0.02,1.36,687350.66,168779.173,125942.843,7070.261,1324.23,890.0,390.0,12.951431,1.582953,0.430472,0.100892,491.0,77.05,991.747167,134.727334,857.0198330000001,15.065748
49.29,447.57,16.56,23.53,3.49,25.58,57.3,17.12,1.63,0.15,0.21,0.06,0.02,2.06,833100.56,205454.209,137026.559,8656.749,1433.025,890.0,390.0,15.098899,1.845421,0.519597,0.121781,985.8,74.42,1186.9511020000002,147.506333,1039.4447690000002,17.585697999999997
43.4,423.4,21.72,18.23,4.54,28.86,52.59,18.55,1.53,0.06,0.15,0.03,0.02,1.79,742330.782,182613.817,130123.869,7668.72,1365.27,890.0,390.0,13.761504,1.681962,0.464092,0.108772,868.0,71.14,1065.382458,139.547859,925.834599,16.01633
35.2,350.0,16.16,20.96,2.84,26.72,54.37,18.92,0.26,0.04,0.03,0.01,0.0,0.33,466679.077,113251.599,109161.623,4668.251,1159.51,890.0,390.0,9.700073,1.185565,0.295533,0.069266,704.0,73.28999999999999,696.20006,115.379384,580.8206759999999,11.250437000000002
30.54,352.86,15.38,24.79,2.92,25.86,53.91,20.23,0.47,0.02,0.11,0.0,0.01,0.61,477419.729,115954.269,109978.408,4785.163,1167.527,890.0,390.0,9.858324,1.204907,0.3021,0.070805,610.8,74.14,710.5850959999999,116.321098,594.263998,11.436136
63.02,488.99,27.01,3.43,2.25,33.6,49.31,17.08,3.52,0.19,0.41,0.09,0.04,4.24,988652.244,244595.667,148855.663,10349.93,1549.136,890.0,390.0,17.390785,2.12554,0.614716,0.144074,1260.4,66.39,1395.2826399999997,161.14472899999998,1234.1379109999998,20.275115000000003
74.59,574.8,23.47,17.13,1.99,22.15,58.12,19.73,3.89,0.29,0.47,0.1,0.05,4.79,1310909.367,325685.203,173362.071,13857.699,1789.685,890.0,390.0,22.138897,2.705865,0.811774,0.19026,1491.8000000000002,77.85,1826.884025,189.399455,1637.48457,25.846796
17.56,395.3,12.22,25.36,1.81,30.16,53.31,16.54,0.76,0.06,0.07,0.02,0.01,0.91,636801.996,156059.616,122098.813,6520.039,1286.498,890.0,390.0,12.206651,1.491924,0.399562,0.093647,351.2,69.85,924.046962,130.29535,793.7516120000001,14.191784000000002
47.45,497.99,14.99,13.17,1.26,24.31,57.99,17.7,2.64,0.18,0.34,0.09,0.03,3.28,1022451.5,253100.571,151425.966,10717.835,1574.365,890.0,390.0,17.888781,2.186407,0.635384,0.148918,949.0,75.69,1440.550237,164.10816599999995,1276.442071,20.85949
40.3,502.8,19.56,20.83,0.53,28.12,53.01,18.87,2.4,0.15,0.23,0.1,0.02,2.9,1040515.324,257645.97,152799.65,10914.459,1587.849,890.0,390.0,18.154932,2.218936,0.64643,0.151507,806.0,71.88,1464.7432519999998,165.69195799999997,1299.051294,21.171805
43.66,409.98,13.94,21.86,1.78,28.06,52.37,19.56,1.42,0.1,0.14,0.04,0.02,1.71,691932.337,169932.06,126291.262,7120.133,1327.65,890.0,390.0,13.018937,1.591204,0.433274,0.101549,873.1999999999999,71.92999999999999,997.8834420000002,135.129045,862.7543970000002,15.144964
31.88,421.66,14.82,24.8,2.93,34.73,47.18,18.09,0.91,0.08,0.1,0.02,0.01,1.12,735796.259,180969.535,129626.944,7597.592,1360.392,890.0,390.0,13.665225,1.670194,0.460096,0.107835,637.6,65.27,1056.630722,138.97492799999998,917.655794,15.90335
66.91,569.78,33.09,12.85,2.38,25.77,58.32,15.91,4.02,0.28,0.46,0.12,0.04,4.92,1292056.893,320941.356,171928.413,13652.49,1775.612,890.0,390.0,21.861126,2.671915,0.800246,0.187558,1338.1999999999998,74.23,1801.634764,187.746515,1613.888249,25.520845
74.26,482.0,27.36,19.46,0.99,23.84,57.27,18.89,2.65,0.19,0.27,0.05,0.04,3.21,962401.489,237990.192,146859.395,10064.19,1529.541,890.0,390.0,17.004009,2.078268,0.598664,0.140312,1485.2,76.16,1360.1248069999997,158.84312599999998,1201.281681,19.821253
54.26,509.29,19.56,17.46,2.81,19.88,61.38,18.74,2.42,0.15,0.43,0.08,0.03,3.11,1064888.342,263778.951,154653.123,11179.76,1606.042,890.0,390.0,18.514042,2.262827,0.661334,0.155,1085.2,80.12,1497.386218,167.828925,1329.557293,21.593203000000003
55.58,488.92,27.17,10.2,1.15,26.63,56.81,16.56,2.25,0.17,0.25,0.08,0.02,2.76,988389.361,244529.518,148835.672,10347.068,1548.94,890.0,390.0,17.386912,2.125067,0.614555,0.144036,1111.6,73.37,1394.930559,161.12168,1233.808879,20.27057
33.06,391.29,11.34,16.84,3.84,30.44,52.8,16.75,0.98,0.04,0.14,0.02,0.02,1.19,621742.55,152270.209,120953.6,6356.117,1275.257,890.0,390.0,11.984766,1.464805,0.390353,0.091489,661.2,69.55,903.877733,128.974974,774.9027590000001,13.931413
75.9,498.07,32.99,18.4,2.97,23.7,59.1,17.2,2.82,0.21,0.29,0.12,0.02,3.45,1022751.937,253176.171,151448.813,10721.105,1574.59,890.0,390.0,17.893208,2.186948,0.635568,0.148961,1518.0,76.3,1440.9526160000005,164.134508,1276.818108,20.864685
35.73,454.62,12.51,26.37,1.19,22.89,56.57,20.55,1.94,0.16,0.18,0.08,0.02,2.38,859576.643,212116.384,139039.963,8944.941,1452.788,890.0,390.0,15.488995,1.8931,0.535787,0.125575,714.5999999999999,77.12,1222.410719,149.82769199999998,1072.583027,18.043457
29.82,443.38,14.9,26.39,3.69,29.03,54.41,16.56,1.07,0.09,0.14,0.03,0.03,1.36,817365.129,201494.704,135829.941,8485.469,1421.279,890.0,390.0,14.867054,1.817085,0.509975,0.119525,596.4,70.97,1165.876522,146.126689,1019.749833,17.313639
71.59,589.72,26.83,13.18,2.62,25.04,54.5,20.46,3.53,0.22,0.52,0.16,0.04,4.49,1366941.021,339784.444,177623.061,14467.604,1831.509,890.0,390.0,22.964463,2.806767,0.846037,0.19829,1431.8000000000002,74.96000000000001,1901.927639,194.312174,1707.615465,26.815557
38.71,423.76,13.73,11.47,3.27,32.56,52.01,15.43,1.19,0.11,0.17,0.02,0.01,1.5,743682.752,182954.013,130226.681,7683.436,1366.279,890.0,390.0,13.781424,1.684397,0.464919,0.108965,774.2,67.44,1067.193161,139.66639600000002,927.526765,16.039705
30.96,368.48,18.52,38.63,2.2,25.82,55.48,18.7,0.74,0.04,0.05,0.01,0.0,0.85,536080.215,130715.002,114439.311,5423.682,1211.314,890.0,390.0,10.722624,1.310543,0.337971,0.079212,619.2,74.17999999999999,789.1495239999999,121.464307,667.685217,12.450349999999998
44.87,404.19,11.6,11.58,1.79,30.37,54.84,14.79,1.4,0.06,0.13,0.02,0.02,1.63,670188.149,164460.571,124637.701,6883.447,1311.419,890.0,390.0,12.69856,1.552047,0.419977,0.098432,897.4,69.63,968.761287,133.22256699999997,835.53872,14.769016
49.78,521.65,16.39,20.88,1.18,24.82,53.58,21.6,2.51,0.18,0.39,0.09,0.03,3.2,1111305.987,275459.019,158183.006,11685.016,1640.691,890.0,390.0,19.197956,2.346417,0.689718,0.161653,995.6,75.18,1559.5537190000002,171.898713,1387.655006,22.395744
71.39,534.27,27.45,14.5,1.25,22.63,54.12,23.25,3.81,0.25,0.41,0.11,0.04,4.62,1158700.054,287384.785,161787.141,12200.9,1676.068,890.0,390.0,19.896257,2.431765,0.718699,0.168445,1427.8,77.37,1623.028948,176.05410899999998,1446.974839,23.215166
23.41,388.01,19.7,13.12,4.61,28.87,52.25,18.88,0.9,0.09,0.11,0.02,0.01,1.13,609424.599,149170.644,120016.868,6222.036,1266.062,890.0,390.0,11.803274,1.442623,0.382821,0.089724,468.2,71.13,887.380209,127.894966,759.485243,13.718442
15.19,411.88,8.06,20.98,3.02,27.82,56.13,16.05,1.33,0.07,0.21,0.02,0.01,1.65,699067.735,171727.539,126833.881,7197.802,1332.976,890.0,390.0,13.124069,1.604053,0.437637,0.102571,303.8,72.18,1007.439933,135.75465899999998,871.6852739999999,15.26833
23.38,402.73,19.82,11.06,3.98,30.24,51.88,17.88,1.11,0.07,0.11,0.02,0.02,1.33,664705.159,163080.887,124220.74,6823.765,1307.326,890.0,390.0,12.617774,1.542173,0.416624,0.097646,467.6,69.76,961.417877,132.74183100000002,828.6760459999999,14.674217
51.66,531.04,20.03,18.79,3.52,22.78,56.52,20.7,2.66,0.17,0.24,0.07,0.03,3.17,1146569.876,284332.469,160864.688,12068.863,1667.014,890.0,390.0,19.717532,2.40992,0.711282,0.166707,1033.1999999999998,77.22,1606.78291,174.990565,1431.792345,23.005441
66.92,514.71,27.09,5.68,2.59,30.14,53.02,16.84,3.73,0.21,0.25,0.1,0.03,4.32,1085243.005,268900.793,156201.017,11401.32,1621.236,890.0,390.0,18.813946,2.299482,0.673781,0.157917,1338.4,69.86,1524.647371,169.613573,1355.033798,21.945126000000005
30.87,378.37,8.16,23.49,2.64,22.61,56.92,20.46,0.72,0.07,0.07,0.01,0.01,0.88,573221.841,140060.947,117263.788,5827.969,1239.038,890.0,390.0,11.269865,1.377428,0.360683,0.084535,617.4,77.38,838.8935829999999,124.720795,714.172788,13.092511
55.44,494.2,22.16,18.69,2.24,26.4,54.66,18.94,1.96,0.18,0.25,0.06,0.02,2.47,1008218.258,249519.062,150343.583,10562.906,1563.741,890.0,390.0,17.679069,2.160775,0.626681,0.146878,1108.8,73.6,1421.48755,162.86023,1258.62732,20.613403
69.0,520.74,26.09,13.56,1.91,23.42,55.38,21.2,2.97,0.23,0.34,0.12,0.04,3.7,1107888.506,274599.079,157923.12,11647.817,1638.14,890.0,390.0,19.147603,2.340263,0.687628,0.161163,1380.0,76.58,1554.976662,171.59907700000002,1383.377585,22.336657
25.51,423.56,20.19,17.94,3.75,33.11,51.47,15.42,1.63,0.11,0.23,0.02,0.01,2.0,742931.658,182765.015,130169.563,7675.26,1365.718,890.0,390.0,13.770357,1.683044,0.464459,0.108858,510.2000000000001,66.89,1066.187214,139.600541,926.586673,16.026718000000002
61.8,526.18,32.58,8.91,1.0,22.11,57.2,20.69,3.38,0.21,0.44,0.12,0.03,4.17,1128318.278,279739.821,159476.725,11870.195,1653.39,890.0,390.0,19.448614,2.377053,0.700121,0.164091,1236.0,77.89,1582.338409,173.39031000000003,1408.948099,22.689879
69.68,561.27,36.51,11.65,1.81,24.61,57.51,17.88,4.26,0.25,0.53,0.11,0.05,5.2,1260097.82,312899.497,169498.049,13304.615,1751.756,890.0,390.0,21.390244,2.614363,0.780703,0.182977,1393.6,75.39,1758.831737,184.94442,1573.887317,24.968287
56.87,479.02,16.18,14.68,2.11,27.92,53.23,18.85,2.52,0.2,0.4,0.09,0.03,3.25,951210.18,235174.124,146008.339,9942.373,1521.187,890.0,390.0,16.839117,2.058114,0.59182,0.138708,1137.4,72.08,1345.1362029999998,157.861899,1187.274304,19.627759
48.5,491.82,23.8,22.73,3.3,21.98,56.72,21.3,3.27,0.23,0.42,0.05,0.03,3.99,999280.232,247269.987,149663.881,10465.615,1557.069,890.0,390.0,17.547377,2.144679,0.621215,0.145597,970.0,78.02,1409.516784,162.07656499999996,1247.440219,20.458868
70.07,465.9,28.89,15.58,3.72,21.36,58.03,20.62,2.27,0.12,0.3,0.08,0.03,2.79,901938.377,222775.864,142261.409,9406.049,1484.408,890.0,390.0,16.11315,1.969385,0.561691,0.131646,1401.4,78.65,1279.146107,153.541866,1125.604241,18.775872
48.18,496.81,24.04,4.75,2.8,28.13,56.78,15.08,2.22,0.17,0.24,0.07,0.02,2.73,1018020.042,251985.484,151088.971,10669.598,1571.058,890.0,390.0,17.823488,2.178426,0.632674,0.148283,963.6,71.86,1434.615153,163.71962699999995,1270.895526,20.782871
55.53,417.95,27.52,9.56,1.86,21.69,55.97,22.35,1.43,0.11,0.1,0.04,0.01,1.7,721863.455,177463.625,128567.408,7445.933,1349.992,890.0,390.0,13.45994,1.645104,0.451576,0.105838,1110.6,78.32,1037.9704129999998,137.753333,900.21708,15.662458
25.97,370.68,14.21,29.06,2.44,28.19,54.12,17.7,1.02,0.05,0.06,0.0,0.01,1.14,544342.255,132793.979,115067.607,5513.614,1217.481,890.0,390.0,10.844356,1.325422,0.343023,0.080396,519.4,71.82,800.2149359999999,122.188702,678.0262339999999,12.593197
23.5,409.04,18.17,13.04,3.63,31.69,50.64,17.67,1.28,0.09,0.16,0.06,0.01,1.61,688402.192,169043.77,126022.808,7081.707,1325.015,890.0,390.0,12.966924,1.584847,0.431115,0.101043,470.0,68.31,993.155492,134.81953,858.3359620000001,15.083929
48.66,533.69,23.89,22.75,3.89,25.13,55.49,19.38,2.87,0.16,0.32,0.09,0.03,3.47,1156521.879,286836.691,161621.499,12177.191,1674.442,890.0,390.0,19.864164,2.427842,0.717367,0.168133,973.2,74.87,1620.1117020000002,175.863132,1444.2485699999995,23.177506
39.28,362.51,12.33,29.61,0.7,26.71,56.1,17.19,0.96,0.05,0.17,0.01,0.01,1.21,513660.042,125073.416,112734.344,5179.638,1194.578,890.0,390.0,10.392286,1.270169,0.324261,0.075999,785.6,73.29,759.122018,119.49856,639.623458,12.062715
23.86,385.64,25.92,24.75,2.81,36.54,46.96,16.5,0.51,0.03,0.11,0.03,0.01,0.7,600524.128,146931.019,119340.021,6125.154,1259.418,890.0,390.0,11.672135,1.426595,0.377378,0.088448,477.2,63.46,875.4597399999999,127.114593,748.345147,13.564556
61.27,406.55,18.07,19.65,1.01,29.84,54.04,16.11,1.4,0.08,0.31,0.04,0.02,1.85,679051.065,166690.746,125311.691,6979.92,1318.034,890.0,390.0,12.829145,1.568007,0.425397,0.099702,1225.4,70.15,980.631456,133.99964500000002,846.631811,14.922251
50.29,456.93,21.73,13.06,2.0,28.54,50.57,20.89,1.67,0.13,0.33,0.05,0.02,2.21,868251.786,214299.309,139699.674,9039.37,1459.263,890.0,390.0,15.616814,1.908722,0.541092,0.126818,1005.8,71.46000000000001,1234.029402,150.588307,1083.441095,18.193446
60.51,473.46,22.36,6.85,2.85,29.13,52.21,18.65,1.93,0.13,0.15,0.06,0.01,2.28,930329.751,229919.983,144420.463,9715.089,1505.601,890.0,390.0,16.531466,2.020513,0.579052,0.135715,1210.2,70.86,1317.170887,156.031153,1161.139734,19.266746000000005
57.5,472.86,26.69,3.0,0.5,28.57,56.32,15.12,3.0,0.2,0.29,0.07,0.03,3.59,928076.468,229352.989,144249.11,9690.562,1503.919,890.0,390.0,16.498266,2.016455,0.577674,0.135392,1150.0,71.44,1314.1530479999997,155.83359099999998,1158.3194569999998,19.227787000000003
73.45,504.96,28.57,11.73,1.5,23.78,57.07,19.15,3.2,0.23,0.35,0.12,0.04,3.95,1048627.145,259687.147,153416.522,11002.757,1593.904,890.0,390.0,18.274451,2.233544,0.65139,0.15267,1469.0,76.22,1475.6074749999998,166.403183,1309.204292,21.312055
18.98,368.39,25.49,24.64,2.86,36.51,45.44,18.05,0.95,0.06,0.08,0.02,0.01,1.12,535742.222,130629.953,114413.608,5420.003,1211.062,890.0,390.0,10.717644,1.309935,0.337764,0.079164,379.6,63.49,788.696848,121.434673,667.262175,12.444507
25.77,425.27,9.24,16.95,2.66,23.52,55.39,21.09,1.31,0.1,0.17,0.03,0.01,1.62,749353.516,184380.947,130657.921,7745.162,1370.512,890.0,390.0,13.864976,1.694608,0.468386,0.109778,515.4,76.48,1074.788058,140.16359500000002,934.624463,16.137748
56.62,473.75,25.61,10.91,3.07,27.59,58.56,13.85,1.74,0.13,0.27,0.06,0.02,2.21,931418.838,230194.03,144503.284,9726.944,1506.414,890.0,390.0,16.547513,2.022474,0.579718,0.135871,1132.4,72.41,1318.62951,156.126642,1162.502868,19.285576
